index, T_sto_HT [K], T_sto_LT [K], glide_cd [K], T_DH+ [K], T_DH- [K], glide_ev [K], W_dot_cp [W], p_ev [Pa], p_cd [Pa], rp_cp [-], Q_dot_cd [W], Q_dot_ev [W], COP [-], COP_tot [-], m_dot_w_cd [kg/s], m_dot_w_ev [kg/s], Nb_comp [-], m_dot_r [kg/s]
1,15.0,10.0,5.0,60.0,50.0,10.0,5092.658356060958,288879.56902107084,96581.2515401954,0.33433050273330606,87532.81020395702,82685.71496080678,17.18803895411147,1.976834255443972,2.0,0.36245502343604036
2,16.0,10.0,6.0,60.0,50.0,10.0,5077.106688547559,287876.5835057715,98371.52306578768,0.3417142230459168,87005.22649864778,82172.918604567,17.136773330941747,1.9645744182573173,2.0,0.361233532990543
3,17.0,10.0,7.0,60.0,50.0,10.0,5080.317059998564,288086.7003048583,100176.14635078832,0.3477291601617853,86868.63126222506,82032.91842980638,17.099057054177166,1.961227320861278,2.0,0.3614852454759297
4,18.0,10.0,8.0,60.0,50.0,10.0,5083.355170268863,288285.5420858037,101882.76802809132,0.3534092181347322,86729.42293160528,81891.55293463026,17.06145253018354,1.9578475816459322,2.0,0.3617234494246071
5,19.0,10.0,9.0,60.0,50.0,10.0,5071.517896070225,287525.14630144543,105421.51274646612,0.36665145328172694,86092.27465599199,81265.98720374198,16.975642484216106,1.9428916758230466,2.0,0.36079323326816426
6,20.0,10.0,10.0,60.0,50.0,10.0,5074.830849777062,287741.8835814089,107211.70059415873,0.3725967845199916,85965.07074119608,81135.6563276137,16.93949479024952,1.9397757501689654,2.0,0.3610530077365793
7,21.0,10.0,11.0,60.0,50.0,10.0,5081.404310509477,288171.9976485177,110811.58856275078,0.3845328118865569,85713.68489114288,80845.03812644443,16.8681096117205,1.9328277058108894,2.0,0.36156842596642796
8,22.0,10.0,12.0,60.0,50.0,10.0,5070.532109546579,287473.99319653644,114357.46184488996,0.39780106914474017,85119.15166429407,80294.45017324018,16.7870254689908,1.9196643543535687,2.0,0.36071398431985674
9,23.0,10.0,13.0,60.0,50.0,10.0,5074.084453987752,287706.29875112727,116204.24353257254,0.40389885114434687,85004.57444186382,80176.24924588483,16.752692079269245,1.9168384291942824,2.0,0.3609925449336198
10,24.0,10.0,14.0,60.0,50.0,10.0,5063.8267954461,287048.0735183699,119798.92648684257,0.41734795506013356,84435.74304964209,79617.37500033848,16.67429524358439,1.9034769706448207,2.0,0.3601863314549132
11,25.0,10.0,15.0,60.0,50.0,10.0,5054.053349877844,286421.1235920229,123389.60708861303,0.43079785995242686,83885.40351714,79076.6510178763,16.597648997743068,1.8905494451130165,2.0,0.359418117904838
12,26.0,10.0,16.0,60.0,50.0,10.0,5061.619041987294,286915.533930526,127054.86745992061,0.44283021459091093,83680.90283068977,78865.41746822627,16.53243796827407,1.8854993138171192,2.0,0.3600114699124043
13,27.0,10.0,17.0,60.0,50.0,10.0,5052.647067268737,286340.43420895014,130671.15351854177,0.4563489396093728,83160.33821096421,78353.75597509791,16.458766484934287,1.873266608720632,2.0,0.359306183886863
