index, T_sto_HT [K], T_sto_LT [K], glide_cd [K], T_DH+ [K], T_DH- [K], glide_ev [K], W_dot_cp [W], p_ev [Pa], p_cd [Pa], rp_cp [-], Q_dot_cd [W], Q_dot_ev [W], COP [-], COP_tot [-], m_dot_w_cd [kg/s], m_dot_w_ev [kg/s], Nb_exp [-], m_dot_r [kg/s]
40,80.0,72.0,8.0,55.0,47.0,8.0,7940.332946076398,258272.2437699595,653590.0023188677,2.5306242466419033,55054.84954908991,47393.37350054007,6.933569401053198,6.124408563939027,1.6410127379982897,1.416789124579063,2.0,0.3225721454469684
41,80.0,72.0,8.0,60.0,52.0,8.0,7832.204357864934,299804.1636458697,653980.2796269867,2.1813582295657232,63659.46141616788,56120.02856960991,8.127911186617903,7.105342518587063,1.8974892844797362,1.676985220536096,2.0,0.37333905976473347
42,80.0,72.0,8.0,65.0,57.0,8.0,7782.601205361672,346248.7945621209,653289.5807296317,1.8867634804499636,73610.22325220253,66136.6443167451,9.458305945509606,8.182656012311346,2.1940903479548073,1.9753231453956899,2.0,0.4300944633537011
43,80.0,72.0,8.0,70.0,62.0,8.0,7848.705377455659,397543.95019474125,652526.2959945953,1.641394104161183,84973.72031518805,77452.09123269422,10.826463248227348,9.281917529636862,2.532800626545945,2.3119341659515444,2.0,0.49278248846291317
44,80.0,72.0,8.0,75.0,67.0,8.0,8100.972300440807,454872.6589644839,651502.3642732253,1.432274179231542,98156.86924296553,90403.33401328047,12.116677554572606,10.324398126983557,2.925749031538343,2.6967091261734755,2.0,0.5629702628992108
45,80.0,72.0,8.0,80.0,72.0,8.0,8647.533968934717,517713.2469115282,649548.9104044541,1.2546499713488213,113278.10921263698,104999.8641133823,13.099469700792817,11.150336276767382,3.3764658640752128,3.1297172893826968,2.0,0.6402259694012153
46,85.0,77.0,8.0,40.0,32.0,8.0,9498.21565767564,160076.55817144422,730263.2805850799,4.561962656661807,35484.11224782445,26252.016895421457,3.735871402240614,3.4277224831614976,1.056754399550678,0.7852388680384798,2.0,0.20119261984772713
47,85.0,77.0,8.0,45.0,37.0,8.0,9347.04710171537,189252.99191533175,733817.7120993541,3.877443123475958,40796.20713963609,31719.7238787809,4.364609132241259,3.9783993688842325,1.2149542048197757,0.9487203952466292,2.0,0.23721033965140653
48,85.0,77.0,8.0,50.0,42.0,8.0,9166.963401348714,222109.26928143803,735266.6255787866,3.3103824435490763,46940.35580937512,38051.48850156789,5.1206003290543185,4.631609455939597,1.3979334517822877,1.1378724384474546,2.0,0.27758921620870697
49,85.0,77.0,8.0,55.0,47.0,8.0,8997.879316226516,259187.7404564087,736865.5255470074,2.842979857957196,54057.8790479912,45349.06963376422,6.007846643431279,5.3877166957217355,1.6099008230886638,1.3556762036820111,2.0,0.32299844377596937
50,85.0,77.0,8.0,60.0,52.0,8.0,8837.663049445748,300832.8106855011,737223.6940666399,2.4506093347555558,62282.041654894216,53751.202117440225,7.047342867275328,6.260188174587795,1.8548250854392818,1.6061996729953256,2.0,0.3739131556612558
51,85.0,77.0,8.0,65.0,57.0,8.0,8724.229991524162,347015.8670096232,737379.2647183505,2.124915125848992,71734.01546010311,63327.328267095974,8.222389314563548,7.23237747388875,2.136314864113529,1.8914164538341027,2.0,0.4303575203679203
52,85.0,77.0,8.0,70.0,62.0,8.0,8687.225687413931,398825.5889531976,737046.804743608,1.8480429169004522,82681.1377342809,74329.04244166259,9.517553786368126,8.290934323380137,2.462331745834048,2.2187115933004415,2.0,0.49376317723069346
53,85.0,77.0,8.0,75.0,67.0,8.0,8774.459969278678,455820.6556548194,735758.4261151927,1.6141401601430774,95183.5472906096,86762.76509348006,10.847795490989556,9.371212087368407,2.834666728075145,2.5881118544285298,2.0,0.5636277441498623
54,85.0,77.0,8.0,80.0,72.0,8.0,9081.196886451857,519285.18746510084,734746.6917564969,1.4149194113222734,109649.61008657116,100942.96083204543,12.074356657783323,10.376116934610529,3.265481381039896,3.008793701069832,2.0,0.6417299080626356
55,90.0,82.0,8.0,40.0,32.0,8.0,10712.340532735077,160702.82606223784,818253.404584783,5.0917175798009024,35388.62687974292,24958.930933735694,3.303538267066972,3.0613963449979478,1.0528871587921238,0.7465606452994236,2.0,0.20120791683337105
56,90.0,82.0,8.0,45.0,37.0,8.0,10557.022463826212,189967.57179791247,822639.8470652688,4.330422499374752,40473.24821777976,30201.169591492875,3.8337749452046657,3.532992782489628,1.2041654927136887,0.903301228637707,2.0,0.23733053653599573
57,90.0,82.0,8.0,50.0,42.0,8.0,10370.870694091636,222920.16617543873,825246.0781568756,3.701980365057708,46345.918077858034,36266.17443134633,4.468855069638623,4.091343031793221,1.378889951634172,1.0844853107824264,2.0,0.2778202520790631
58,90.0,82.0,8.0,55.0,47.0,8.0,10182.884572524974,260103.23714303138,827695.7421708105,3.1821816262734886,53145.34434872499,43264.33276090881,5.219085414374577,4.7429151131046465,1.5811873912064203,1.293354568590201,2.0,0.32335340904330145
59,90.0,82.0,8.0,60.0,52.0,8.0,9987.466860886898,301518.57537720975,828504.4082558432,2.7477723626790045,60964.8029173009,51290.47129939393,6.1041306836323415,5.501016309156664,1.8138329680901433,1.532667828504855,2.0,0.3739890462216114
60,90.0,82.0,8.0,65.0,57.0,8.0,9819.762629714984,348166.47568089736,829183.5932762034,2.3815721822573446,70043.90884232386,60551.77493245699,7.132953359826465,6.370171123718671,2.083955741552203,1.8085181634863956,2.0,0.4310071297396187
61,90.0,82.0,8.0,70.0,62.0,8.0,9695.37616688676,400107.22771489806,828651.4756778816,2.0710734979982632,80492.15646108818,71146.74809756082,8.302117945252935,7.344402326499786,2.3948134017564313,2.123720549118828,2.0,0.494592201245688
62,90.0,82.0,8.0,75.0,67.0,8.0,9667.555268621452,457242.6506904785,827984.4420848477,1.8108206678325283,92457.41138082901,83151.57408792403,9.563680662982442,8.384693470597938,2.7508052660206186,2.4803909186098583,2.0,0.5647529420738244
63,90.0,82.0,8.0,80.0,72.0,8.0,9790.474135555316,520857.1280183336,826811.3556732778,1.5874052810201245,106265.88403567525,96856.3029438541,10.85400794326779,9.444548964210908,3.1616367907990504,2.886983221061463,2.0,0.6431119034024144
64,95.0,87.0,8.0,40.0,32.0,8.0,12025.431995381547,161329.09395210745,912803.4868474645,5.658021529076718,35345.79645478729,23628.8880535161,2.939253780517997,2.7471857660145442,1.05047343043412,0.7067769833481613,2.0,0.20116404067540083
65,95.0,87.0,8.0,45.0,37.0,8.0,11871.694441761625,190443.95838645415,918127.6272942963,4.820985843148704,40168.60231857084,28605.21478781249,3.3835610001271457,3.1476360419696237,1.1938067240133714,0.8555670529579404,2.0,0.23709763441958687
66,95.0,87.0,8.0,50.0,42.0,8.0,11695.839359703483,223460.76410446488,922809.4028298388,4.129626095784931,45796.92166453381,34406.48186041095,3.9156592576263693,3.6227004542640477,1.3610797953245615,1.0288740061059836,2.0,0.27765168878475593
67,95.0,87.0,8.0,55.0,47.0,8.0,11487.405586497327,260713.5682671597,925614.4609282664,3.5503118118492636,52288.4314739068,41114.461242030884,4.5518051121454555,4.184341026149859,1.5540067983098114,1.2290857824242658,2.0,0.3232695905252201
68,95.0,87.0,8.0,60.0,52.0,8.0,11272.213831381652,302547.22241618717,927705.4778463433,3.066316294155832,59795.63583244226,48847.890220245135,5.304693179788004,4.841155314952221,1.7771201386915532,1.459678336622953,2.0,0.37440862458202523
69,95.0,87.0,8.0,65.0,57.0,8.0,11056.707383300778,349317.0843524009,928456.8177127707,2.657919865081999,68468.42289356943,57749.5886289777,6.192478512814674,5.605592503653685,2.034874476952983,1.7248244182086059,2.0,0.4315806314262172
70,95.0,87.0,8.0,70.0,62.0,8.0,10876.327712877228,401388.86646956357,928955.4247260903,2.3143527445012753,78449.25140522412,67926.64584254396,7.212843661592017,6.472845695213603,2.3315036724111757,2.027600944047551,2.0,0.49532831201747796
71,95.0,87.0,8.0,75.0,67.0,8.0,10751.921875910415,458664.6457259055,928308.3427990898,2.023936990674097,89848.26100913566,79466.38817738101,8.35648380318312,7.432960756318145,2.670281063875235,2.3704627330503816,2.0,0.5656805507695977
72,95.0,87.0,8.0,80.0,72.0,8.0,10737.24971160996,522429.06857175287,927314.8691219913,1.7750062638304926,103031.57345574327,92682.54694027934,9.59571363459466,8.46414085327616,3.0620877520619723,2.7625766188591285,2.0,0.6443854708141691
73,100.0,92.0,8.0,40.0,32.0,8.0,13519.096731029227,161955.36184353422,1019792.7676270634,6.296752117489569,35483.58766140424,22282.460841372274,2.6247010704466516,2.4720200353362607,1.0532997215152335,0.6665032404135977,2.0,0.20100944410585536
74,100.0,92.0,8.0,45.0,37.0,8.0,13311.598424753098,191158.53826911864,1022104.0621116767,5.34689201626311,40068.9585653892,27073.879951206996,3.01007867626779,2.823003761480529,1.189412505326685,0.809765626785654,2.0,0.23708326907559207
75,100.0,92.0,8.0,50.0,42.0,8.0,13135.445100988782,224271.6609982541,1027886.1279349935,4.5832189557957355,45397.14934123247,32581.802359890138,3.4560800180128775,3.2263052259553855,1.347575256904372,0.974309714552523,2.0,0.27774837283991893
76,100.0,92.0,8.0,55.0,47.0,8.0,12914.744954959333,261629.06495358935,1031357.430901951,3.942059843713865,51581.51648123151,38993.65214969032,3.9940019459249116,3.7080312890391713,1.531152866036446,1.1656857955610758,2.0,0.32348926201042577
77,100.0,92.0,8.0,60.0,52.0,8.0,12682.137993784596,303575.86945479084,1034327.8608871219,3.407147816935286,58730.34774568749,46385.64846748904,4.630950063346631,4.272552034934453,1.743359761569762,1.3861013422057606,2.0,0.37475950906855476
78,100.0,92.0,8.0,65.0,57.0,8.0,12440.76959353055,350467.6930239327,1036190.6589405906,2.9565939445089775,66988.98427833649,54897.532533374935,5.384633464570561,4.93288757940083,1.9885102701074457,1.6396411967764808,2.0,0.4320730470207954
79,100.0,92.0,8.0,70.0,62.0,8.0,12213.12014582739,402243.29230878106,1037240.0552448343,2.578638538112898,76418.98350510874,64569.92808993707,6.257122061573862,5.688130448798772,2.2684316707907217,1.927403385347779,2.0,0.4954582077878181
80,100.0,92.0,8.0,75.0,67.0,8.0,12015.142291619353,460086.6407613858,1037097.0623161974,2.2541342661024273,87355.53425195171,75720.04205311903,7.270453576973684,6.554626317735537,2.593073755066679,2.258710153420765,2.0,0.5665140394307036
81,100.0,92.0,8.0,80.0,72.0,8.0,11898.41145790236,524001.0091247653,1036913.5062228609,1.9788387582588995,99894.99333309753,88394.20702785921,8.395657999098024,7.506627667063686,2.9652967919296844,2.6347546289929475,2.0,0.6454320839486476
