index, T_sto_HT [K], T_sto_LT [K], glide_cd [K], T_DH+ [K], T_DH- [K], glide_ev [K], W_dot_cp [W], p_ev [Pa], p_cd [Pa], rp_cp [-], Q_dot_cd [W], Q_dot_ev [W], COP [-], COP_tot [-], m_dot_w_cd [kg/s], m_dot_w_ev [kg/s], Nb_exp [-], m_dot_r [kg/s]
11,65.0,60.0,5.0,45.0,40.0,5.0,5871.700841765119,202115.4298022973,472564.5290990436,2.3380922948895626,46001.11606418519,40362.10200458795,7.834376665953673,6.502437345158718,2.197921988371765,1.931443323359703,2.0,0.255229312060291
12,65.0,60.0,5.0,50.0,45.0,5.0,5820.692752350501,236625.35773551333,472564.5290990436,1.9971001148036296,53656.680016312355,48082.42438946895,9.218263581193977,7.532137363984345,2.563702947257389,2.3003431891974744,2.0,0.29754470524130583
13,65.0,60.0,5.0,55.0,50.0,5.0,5849.612558261638,275289.54209787236,472564.5290990436,1.7166090854662217,62484.26178855622,56897.23998188434,10.68177783848389,8.606656145988506,2.985482628739303,2.7211352559238993,2.0,0.34480025215252846
14,65.0,60.0,5.0,60.0,55.0,5.0,6007.835139101744,318604.2363801859,472564.5290990436,1.4832336646495154,72679.55863794473,66952.67541723908,12.097462223108097,9.65024729449815,3.4726113995278625,3.2006538080303684,2.0,0.3975646008470244
15,65.0,60.0,5.0,65.0,60.0,5.0,6376.553447954036,366921.18060726894,472564.5290990436,1.287918370689124,84470.64784989889,78395.46144169886,13.247069681036221,10.536919513271346,4.0359867361098445,3.7457158267821438,2.0,0.45639874243207407
16,65.0,60.0,5.0,70.0,65.0,5.0,7050.519244664363,418299.2548684037,472564.5290990436,1.1297283549972175,97533.0760678703,90805.45167354017,13.833460016676163,11.080601751253166,4.660106337072306,4.336012990116789,2.0,0.5189953946423822
17,65.0,60.0,5.0,75.0,70.0,5.0,8044.63046762004,478679.3587005411,472564.5290990436,0.9872256250653939,113404.69365228177,105707.0385018217,14.096942564203566,11.44538273177232,5.418448313626345,5.044033031079411,2.0,0.5927899504551458
18,65.0,60.0,5.0,80.0,75.0,5.0,9117.605530830684,545992.9179062564,472564.5290990436,0.8655140270156031,131478.7808461427,122732.53542412371,14.420319063108664,11.867384371235918,6.282023745311671,5.851777657278395,2.0,0.6756062362052937
19,70.0,65.0,5.0,40.0,35.0,5.0,6827.4453292924645,171349.3802029729,538351.8629435555,3.1418372351615607,38711.42470011828,32117.434059699415,5.669972124717106,4.885876654011992,1.8484929844201368,1.5370837541645428,2.0,0.2167835193183987
20,70.0,65.0,5.0,45.0,40.0,5.0,6691.081168041676,202115.42980215984,538351.8629435555,2.663586166927086,45075.34111972067,38627.158316735695,6.73663044696156,5.722773543246764,2.1523736849161637,1.8484212497836936,2.0,0.25468968641538825
21,70.0,65.0,5.0,50.0,45.0,5.0,6585.636106165074,236975.7123338029,538351.8629435555,2.2717596568935954,52480.58472036655,46150.373842455105,7.968946943672973,6.668770461932005,2.50597836234035,2.2079106762066782,2.0,0.2974501135668107
22,70.0,65.0,5.0,55.0,50.0,5.0,6536.732689920272,276277.011937119,538351.8629435555,1.9485944891646831,61071.887614993655,54805.72242859561,9.342876711046685,7.70405112889739,2.916218059038935,2.6211075189994064,2.0,0.34551544023871755
23,70.0,65.0,5.0,60.0,55.0,5.0,6581.341972682068,319712.2789047272,538351.8629435555,1.6838635813045575,70860.28353617615,64566.63993779445,10.766844183193042,8.76643027939824,3.383619642142572,3.086590053359055,2.0,0.3985305049828229
24,70.0,65.0,5.0,65.0,60.0,5.0,6774.695241923433,368159.0549740959,538351.8629435555,1.4622806519900333,82140.15050573667,75672.26404362409,12.12455285035315,9.788418456764871,3.9222398329505155,3.6156021262459666,2.0,0.4575827081131521
25,70.0,65.0,5.0,70.0,65.0,5.0,7207.9253191384305,421979.3453296075,538351.8629435555,1.2757777576128746,95157.45591890946,88277.31551618183,13.201781609230617,10.643607817046087,4.543823717261305,4.215293022129625,2.0,0.5232708374201388
26,70.0,65.0,5.0,75.0,70.0,5.0,7987.952631596019,479079.6760260017,538351.8629435555,1.1237209380477597,109576.0083284721,101937.78778706695,13.7176587521374,11.150251094106773,5.232317958458508,4.864175328346446,2.0,0.5931259199306456
27,70.0,65.0,5.0,80.0,75.0,5.0,9113.400805619889,545884.6503374849,538351.8629435555,0.9862007708235203,127034.49865594237,118295.15407514962,13.939307769455834,11.492287114993077,6.065970998585368,5.640207278282977,2.0,0.67527461322635
28,75.0,70.0,5.0,40.0,35.0,5.0,7793.589660586009,171349.3802029729,610805.3476175995,3.564677893168137,38160.37016935844,30613.10410549748,4.896379182284164,4.299721057750071,1.8209020926184043,1.4650891754815494,2.0,0.21616852937732187
29,75.0,70.0,5.0,45.0,40.0,5.0,7627.192701486728,202115.42980215984,610805.3476175995,3.022061938643105,44247.26662573946,36874.29589859043,5.801251962221248,5.030624513043368,2.1113511224833075,1.7645417131354295,2.0,0.254084617583226
30,75.0,70.0,5.0,50.0,45.0,5.0,7478.713302210497,236975.7123338029,610805.3476175995,2.577501895034804,51330.98298418965,44117.64194594584,6.863611547860466,5.8711802186351205,2.4493655045076848,2.110661399928012,2.0,0.29685709756902884
31,75.0,70.0,5.0,55.0,50.0,5.0,7367.589140845965,276277.0119371023,610805.3476175995,2.2108439038592778,59547.487330952645,52459.13963593789,8.082357226032185,6.816594462680389,2.8414332410791325,2.5088811760330634,2.0,0.34493843759987347
32,75.0,70.0,5.0,60.0,55.0,5.0,7322.815674967286,320377.1044195398,610805.3476175995,1.9065199703463782,69052.66286296301,62025.265388486245,9.429796669471884,7.845473034200994,3.2949926258578657,2.9651003581648823,2.0,0.39881701098006384
33,75.0,70.0,5.0,65.0,60.0,5.0,7387.602541202185,369644.50421402545,610805.3476175995,1.6524129011909807,80019.53665871367,72945.56143699937,10.831597424526858,8.90928612278194,3.818300008766831,3.485320947709147,2.0,0.4589689193758716
34,75.0,70.0,5.0,70.0,65.0,5.0,7623.641348464543,423632.02452290105,610805.3476175995,1.4418299662436878,92466.51967469278,85176.23939992338,12.128917855417768,9.908128311868314,4.412233907206348,4.067214838764829,2.0,0.5249308905415133
35,75.0,70.0,5.0,75.0,70.0,5.0,8133.760860501609,483376.8890666202,610805.3476175995,1.263621330339227,106805.27474681732,99026.31263948735,13.131105841268935,10.729894114437286,5.096437676732132,4.725248185729495,2.0,0.5981561926144419
36,75.0,70.0,5.0,80.0,75.0,5.0,9033.62687872737,546293.684647983,610805.3476175995,1.1180897103198,122604.3617483168,113947.7114032201,13.571997537005752,11.19513614456897,5.850324246878428,5.432925095070656,2.0,0.6755962527945206
37,80.0,75.0,5.0,40.0,35.0,5.0,8872.248303608774,171349.3802029729,690347.1385473006,4.028886114029393,37706.03654523256,29094.13640952834,4.249885176218037,3.7933694068128743,1.797790141281031,1.3923940602916167,2.0,0.21548830957679857
38,80.0,75.0,5.0,45.0,40.0,5.0,8681.276089847062,202115.42980215984,690347.1385473006,3.415608294839464,43518.41858858083,35103.77293672481,5.012905722406012,4.425756270214436,2.074919325154684,1.6798170683891849,2.0,0.2534127056548953
39,80.0,75.0,5.0,50.0,45.0,5.0,8498.008226878566,236975.7123338029,690347.1385473006,2.9131556637115654,50285.32172986306,42063.68182855871,5.917306783819571,5.16139400575138,2.3975592223448063,2.0123965302400024,2.0,0.29619425672677613
40,80.0,75.0,5.0,55.0,50.0,5.0,8337.383965717134,276277.0119371023,690347.1385473006,2.49874983700948,58135.518220136706,50087.10234573997,6.972872841071824,6.003802797546378,2.7718495787550537,2.395437460647592,2.0,0.3442869390401109
41,80.0,75.0,5.0,60.0,55.0,5.0,8221.520385317004,320377.1044195398,690347.1385473006,2.1547954863943026,67215.17328266168,59297.622020428724,8.175516222364752,6.94693158845657,3.2047594216672937,2.8347061345059097,2.0,0.3981812091155779
42,80.0,75.0,5.0,65.0,60.0,5.0,8183.188256839161,369644.50421402545,690347.1385473006,1.8675974637177,77692.39478254375,69830.22885534326,9.49414731081272,7.967946647317384,3.704303983926177,3.336471124744874,2.0,0.4584092499863396
43,80.0,75.0,5.0,70.0,65.0,5.0,8270.830387388825,424458.3641191628,690347.1385473006,1.6264189774653421,89750.69094398477,81819.75539811859,10.851472795383954,9.016756840761651,4.279232773741571,3.906940780713031,2.0,0.525469151185613
44,80.0,75.0,5.0,75.0,70.0,5.0,8558.084674937212,484903.2757231994,690347.1385473006,1.423680088606735,103557.19984661532,95359.43205591524,12.100511245219138,10.001826086539932,4.937514785452937,4.5502752884967075,2.0,0.5996312417422491
45,80.0,75.0,5.0,80.0,75.0,5.0,9156.471767793058,550947.4489107043,690347.1385473006,1.2530181234384654,119298.04571642945,110523.68960420071,13.02882253577715,10.79036804105661,5.688024255898833,5.269670794226175,2.0,0.6810759878830486
46,85.0,80.0,5.0,40.0,35.0,5.0,10067.399737371792,171349.3802029729,777412.5570578098,4.537002445745186,37352.548325066185,27560.680617307167,3.710247859375999,3.3584816719253845,1.7793389159610942,1.3190055703651975,2.0,0.21474000203733615
47,85.0,80.0,5.0,45.0,40.0,5.0,9856.076178597741,202115.42980215984,777412.5570578098,3.846379060810835,42891.671307509336,33315.70461778514,4.351799897879004,3.902263948576512,2.0432024948843432,1.594252827559149,2.0,0.2526718921045342
48,85.0,80.0,5.0,50.0,45.0,5.0,9644.255785618174,236975.7123338029,777412.5570578098,3.2805579500178905,49344.4725205605,39988.5985116243,5.116462443286145,4.53972223562152,2.3505903661326846,1.9131210915378551,2.0,0.2954604220823644
49,85.0,80.0,5.0,55.0,50.0,5.0,9443.510371948056,276277.0119371023,777412.5570578098,2.813887958346664,56833.57528103953,47689.7536123762,6.018267894305876,5.278502948134524,2.707343856453706,2.280783214480683,2.0,0.34356089133204804
50,85.0,80.0,5.0,60.0,55.0,5.0,9270.912093339282,320377.1044195398,777412.5570578098,2.426554664280171,65497.12062185866,56539.72530513474,7.064797935999769,6.12120286277224,3.120043499887889,2.702865658095503,2.0,0.3974653666180571
51,85.0,80.0,5.0,65.0,60.0,5.0,9151.538625022933,369644.50421402545,777412.5570578098,2.1031357106494006,75492.3608649244,66670.29380072208,8.249144101135805,7.060630445620488,3.596180222450734,3.185490206614803,2.0,0.4577081960688524
52,85.0,80.0,5.0,70.0,65.0,5.0,9122.474535026351,424458.36411916616,777412.5570578098,1.8315401998758873,87000.92924639105,78225.7129540445,9.536987898661177,8.072577995077602,4.144406367824624,3.735323169244475,2.0,0.5248726527043948
53,85.0,80.0,5.0,75.0,70.0,5.0,9238.07953307282,485208.55305438186,777412.5570578098,1.602223522573968,100217.56853500231,91346.1621368716,10.848311943647817,9.105431885678941,4.773998769922258,4.358773697673645,2.0,0.5994806754677793
54,85.0,80.0,5.0,80.0,75.0,5.0,9584.292366841624,552295.939081952,777412.5570578098,1.407601436197513,115410.31485741818,106213.61498184006,12.041610422559565,10.071075416432274,5.497725690413471,5.064170286238012,2.0,0.6822985290060879
55,90.0,85.0,5.0,40.0,35.0,5.0,11383.76511636161,171349.3802029729,872451.4874175687,5.091652426078817,37104.67756890483,26012.801971696586,3.259438084819158,2.9861838412156825,1.7657563900262716,1.2449268281106394,2.0,0.2139201544655083
56,90.0,85.0,5.0,45.0,40.0,5.0,11155.42891332358,202115.42980215984,872451.4874175687,4.316600114457197,42370.84774975345,31510.073916374145,3.7982266821805006,3.451820155804511,2.0163655923439867,1.5078481759308187,2.0,0.2518595081446664
57,90.0,85.0,5.0,50.0,45.0,5.0,10919.89430993143,236975.7123338029,872451.4874175687,3.6816071943636044,48510.80673517051,37892.30532741817,4.442424565506178,4.000544075872829,2.308557103585824,1.8128309374934217,2.0,0.2946537457690293
58,90.0,85.0,5.0,55.0,50.0,5.0,10686.119783587852,276277.0119371023,872451.4874175687,3.157886648984724,55641.70913712391,45266.95896624364,5.206914227424304,4.6416667972314745,2.6479061373975346,2.1649120064650735,2.0,0.3427593628012908
59,90.0,85.0,5.0,60.0,55.0,5.0,10467.398807097008,320377.1044195398,872451.4874175687,2.723201737522033,63894.84375923933,53751.45842185845,6.104175921521013,5.382178382313252,3.0406605325727707,2.56957334435078,2.0,0.39666982840697335
60,90.0,85.0,5.0,65.0,60.0,5.0,10283.188872091321,369644.50421402545,872451.4874175687,2.360244714777137,73418.5387904214,63474.23174939703,7.139666469579302,6.223823132652578,3.4938790068942964,3.0327831494858772,2.0,0.4569212203953711
61,90.0,85.0,5.0,70.0,65.0,5.0,10161.936734709556,424458.36411916616,872451.4874175687,2.055446567128146,84382.2558063512,74575.95576702346,8.303757247192012,7.15832713530992,4.015625984572971,3.5610451464822503,2.0,0.5240991158825596
62,90.0,85.0,5.0,75.0,70.0,5.0,10145.61284996753,485208.5530543894,872451.4874175687,1.7980958536808218,96982.6142571441,87211.02949996345,9.559069096299538,8.160162661152365,4.615258292650344,4.1614571716969975,2.0,0.5988469127572825
63,90.0,85.0,5.0,80.0,75.0,5.0,10295.336967012872,552295.9390819179,872451.4874175687,1.5796811558452624,111426.43644916752,101524.98739750721,10.823000432738358,9.176148986370729,5.302618296914124,4.840620711168244,2.0,0.6817124970382393
64,95.0,90.0,5.0,40.0,35.0,5.0,12826.679567437786,171349.3802029729,975930.1989602321,5.695557216513933,36967.714320191764,24450.479936386924,2.8820954110399053,2.66796576062142,1.7572705837784959,1.1701568506963778,2.0,0.21302467625570048
65,95.0,90.0,5.0,45.0,40.0,5.0,12584.016956050675,202115.42980215984,975930.1989602321,4.828578401537769,41960.47551201418,29686.731023572207,3.3344261739760808,3.065483932827914,1.9946028759031467,1.4205959447140855,2.0,0.2509722757161931
66,95.0,90.0,5.0,50.0,45.0,5.0,12328.603124542067,236975.7123338029,975930.1989602321,4.118270979540474,47787.738858592245,35774.526925673774,3.876168157563858,3.5356489567153355,2.2716034600934205,1.711512894891784,2.0,0.2937717568510183
67,95.0,90.0,5.0,55.0,50.0,5.0,12067.321419277047,276277.01193710853,975930.1989602321,3.5324335966916856,54561.66223140223,42818.32701279542,4.521439376284635,4.088055784899374,2.593603791969683,2.0478051179862784,2.0,0.341880732838581
68,95.0,90.0,5.0,60.0,55.0,5.0,11810.537661224664,320377.1044195398,975930.1989602321,3.0461920826971247,62407.45029417012,50932.33404811687,5.284048202061187,4.731553346161132,2.966555510051207,2.434805896957573,2.0,0.39579393786214034
69,95.0,90.0,5.0,65.0,60.0,5.0,11573.476633037306,369644.50421402545,975930.1989602321,2.6401858754409213,71465.78470503972,60241.510902900154,6.174962543323896,5.472523902740247,3.397145956092262,2.8783245441583603,2.0,0.4560489316344298
70,95.0,90.0,5.0,70.0,65.0,5.0,11378.285684575432,424458.36411916616,975930.1989602321,2.2992365835115005,81896.13677221551,70882.80072729553,7.197581344194504,6.311913652192039,3.8929556430895986,3.3846948510798676,2.0,0.5232331342255417
71,95.0,90.0,5.0,75.0,70.0,5.0,11257.23947758525,485208.55305438186,975930.1989602321,2.0113623158882166,93881.45500848448,83006.58445180765,8.339651581137248,7.240410429993754,4.462681079490617,3.9608332586555717,2.0,0.5979924017524282
72,95.0,90.0,5.0,80.0,75.0,5.0,11257.6607049288,552295.9390819179,975930.1989602321,1.7670421415419457,107631.23054266983,96774.83203175433,9.560710112319072,8.231043530040957,5.116280484379543,4.614137546440513,2.0,0.6810162018322625
73,100.0,95.0,5.0,40.0,35.0,5.0,14402.023586551335,171349.3802029729,1088333.6815064799,6.351547231844596,36947.39230321031,22873.604521101668,2.5654306202992148,2.396092019981921,1.7541257464044053,1.0946903741817493,2.0,0.21204879303543314
74,100.0,95.0,5.0,45.0,40.0,5.0,14147.226830167887,202115.42980215984,1088333.6815064799,5.384713490562262,41665.63298908265,27845.382505430993,2.9451449029030803,2.734638769947129,1.9781303905454841,1.3324820922458005,2.0,0.2500062628437953
75,100.0,95.0,5.0,50.0,45.0,5.0,13875.028302608684,236975.7123338029,1088333.6815064799,4.59259588583263,47179.440605730975,33634.78658109957,3.4003131076035813,3.1361110673272594,2.2399056146725504,1.6091441564017512,2.0,0.292811356491259
76,100.0,95.0,5.0,55.0,50.0,5.0,13590.628403373212,276277.0119371023,1088333.6815064799,3.9392842490791518,53596.30307699293,40343.19720277215,3.943622140657621,3.6096624927534666,2.544554548475621,1.9294309579885887,2.0,0.3409227353102279
77,100.0,95.0,5.0,60.0,55.0,5.0,13302.064694506813,320377.1044195398,1088333.6815064799,3.397039509044587,61035.86496682074,48081.51312661263,4.588450467544783,4.164562162745761,2.8977574740250405,2.2985232050178896,2.0,0.39483631499897326
78,100.0,95.0,5.0,65.0,60.0,5.0,13021.282549101637,369644.50421402545,1088333.6815064799,2.9442712365509185,69632.01820245934,56971.13036716632,5.347554508542892,4.809231678502982,3.305871085587311,2.722066568160496,2.0,0.45509096603756233
79,100.0,95.0,5.0,70.0,65.0,5.0,12765.681350392708,424458.36411915044,1088333.6815064799,2.5640528577285187,79535.6704587672,67145.13110553178,6.230428934866094,5.549487234915947,3.7760599222894955,3.2062189585640994,2.0,0.522275668074849
80,100.0,95.0,5.0,75.0,70.0,5.0,12560.459411347058,485208.55305438186,1088333.6815064799,2.2430224583953287,90918.53719641868,78749.70582890742,7.238472273894959,6.385515945649945,4.31647640008974,3.757707367631441,2.0,0.5970382378093511
81,100.0,95.0,5.0,80.0,75.0,5.0,12442.266941957569,552295.9390819179,1088333.6815064799,1.9705625272487393,103978.54400384107,91945.87523953195,8.356880983899057,7.306985463400496,4.936517295022558,4.383897200088674,2.0,0.6800961133297542
