index, T_sto_HT [K], T_sto_LT [K], glide_ev [K], T_tap_in [K], T_tap_out [K], glide_cd [K], W_dot_exp [W], p_ev [Pa], p_cd [Pa], rp [-], Q_dot_cd [W], Q_dot_ev [W], eta_ORC [-], m_dot_w_cd [kg/s], m_dot_w_ev [kg/s], Nb_exp [-], m_dot_r [kg/s]
1,50.0,40.0,5.0,10.0,15.0,10.0,-97.7106187337572,236975.71233378834,107813.82851931221,0.0,23129.64520941696,23385.69509120357,-0.004178221701458454,2.0,0.10655132008618737
2,50.0,40.0,7.0,10.0,17.0,10.0,-215.70980148344523,226658.70496310166,107314.79281470203,0.0,22163.52723435006,22311.053514869527,-0.0096682929535211,2.0,0.10209061843844223
3,50.0,40.0,9.0,10.0,19.0,10.0,-347.7877462213345,216337.3108467274,107450.44101849453,0.0,21229.950093144264,21253.072058936003,-0.016364116456053925,2.0,0.09762337608687224
4,50.0,40.0,11.0,10.0,21.0,10.0,-479.4993188827922,206008.36048816273,107572.54713847776,0.0,20276.85509568743,20179.018482703203,-0.023762271653291926,2.0,0.09314729869744301
5,50.0,40.0,13.0,10.0,23.0,10.0,-599.1778869668533,195523.76692522742,107076.05544380746,0.0,19320.087668432934,19111.50517467553,-0.03135168483541621,2.0,0.0885974489532562
6,50.0,40.0,15.0,10.0,25.0,10.0,-730.0981464178699,184443.8076452376,106759.25171249342,0.0,18294.281671336106,17967.097465040817,-0.04063528613001885,2.0,0.08378152546399566
7,50.0,40.0,17.0,10.0,27.0,10.0,-840.0901998429895,173833.06744741328,106853.42117863584,0.0,17521.493009970116,17091.417523883698,-0.04915275158827757,2.0,0.08008666739372163
8,50.0,40.0,19.0,10.0,29.0,10.0,-841.3588959289086,163575.6440876648,107416.74113183812,0.0,17611.577188976,17170.535202516337,-0.04900015555750456,2.0,0.08097411584168389
9,55.0,45.0,5.0,10.0,15.0,10.0,395.60171420958795,276277.01193710323,107801.3238751557,0.0,26799.38905121752,27516.024454741535,0.014377139214288575,2.0,0.12351383359823395
10,55.0,45.0,7.0,10.0,17.0,10.0,279.05215470423843,266981.19547168596,107790.42295337637,0.0,25928.204546513014,26535.72731957496,0.010516092185586575,2.0,0.11950634347444263
11,55.0,45.0,9.0,10.0,19.0,10.0,138.88419080546134,255809.23874026508,107787.98114654285,0.0,24883.81084281831,25360.301522642563,0.005476440833381287,2.0,0.11468652987711848
12,55.0,45.0,11.0,10.0,21.0,10.0,-12.39821977194697,243685.4099145982,107756.37362281041,0.0,23752.92563822605,24088.40375677755,-0.0005146966107481733,2.0,0.10945117882181442
13,55.0,45.0,13.0,10.0,23.0,10.0,-154.96609140569012,232488.72160386597,107862.16957239107,0.0,22713.617415155168,22916.547622679762,-0.006762191843082211,2.0,0.10461168605041851
14,55.0,45.0,15.0,10.0,25.0,10.0,-286.16101406591866,221138.69448695594,107378.15326260668,0.0,21673.445931260394,21753.33559358505,-0.013154810802914571,2.0,0.09970213782826569
15,55.0,45.0,17.0,10.0,27.0,10.0,-439.5022682556786,208938.89711882663,107419.43429392054,0.0,20545.07601301535,20484.269355114222,-0.02145559895920573,2.0,0.09441785462988579
16,55.0,45.0,19.0,10.0,29.0,10.0,-575.1627119456329,197450.63474768616,107076.18753477125,0.0,19497.808799256356,19311.65813943974,-0.029783186290512867,2.0,0.08943413339346874
17,60.0,50.0,5.0,10.0,15.0,10.0,946.2602073050718,320377.10441949393,108015.9241458605,0.0,30960.515798565648,32193.133635207505,0.029393230805907306,2.0,0.14249763196968687
18,60.0,50.0,7.0,10.0,17.0,10.0,844.888397163125,312346.6530587822,108018.86026963807,0.0,30200.412638551126,31337.910091784135,0.02696058526840402,2.0,0.13904355881377445
19,60.0,50.0,9.0,10.0,19.0,10.0,687.5118685882369,299705.84038406145,107931.55329851597,0.0,28978.143394236475,29971.224488655193,0.02293906506384069,2.0,0.13360423518000766
20,60.0,50.0,11.0,10.0,21.0,10.0,529.7688192807012,287039.634313893,107854.41434193087,0.0,27785.352586315545,28630.79132283076,0.018503464095952285,2.0,0.12815073360155352
21,60.0,50.0,13.0,10.0,23.0,10.0,371.47780550096877,274350.7533667898,107797.45653280024,0.0,26618.684523279626,27312.6165081257,0.013600960032168704,2.0,0.1226836131691234
22,60.0,50.0,15.0,10.0,25.0,10.0,214.70503925269315,261618.09069208114,107656.58152824885,0.0,25424.235643766908,25971.904177602497,0.008266819320773918,2.0,0.11719312830990858
23,60.0,50.0,17.0,10.0,27.0,10.0,53.7476322687196,248909.02197350323,107725.67881621957,0.0,24239.040079345355,24636.274837306508,0.002181646073672226,2.0,0.11170753312154692
24,60.0,50.0,19.0,10.0,29.0,10.0,-107.67558773023734,236194.59053809327,107822.18259708864,0.0,23057.17271322141,23304.022837699085,-0.004620472116773322,2.0,0.10621360647371669
25,65.0,55.0,5.0,10.0,15.0,10.0,1555.9175107631208,369644.5042139606,108612.69886681275,0.0,35665.11280975361,37467.324918157916,0.04152731784726567,2.0,0.16367187009881945
26,65.0,55.0,7.0,10.0,17.0,10.0,1470.1381119853195,362697.2220170201,108513.5531686968,0.0,34998.286391030844,36720.57687368185,0.0400358119928935,2.0,0.16068725031852032
27,65.0,55.0,9.0,10.0,19.0,10.0,1298.1108613111965,348777.5564156206,108328.28833468725,0.0,33665.5725438608,35227.34188843277,0.03684952629756727,2.0,0.15470632832548975
28,65.0,55.0,11.0,10.0,21.0,10.0,1125.4388442251955,334826.3360087736,108162.66198197707,0.0,32334.37175842752,33734.737560009526,0.03336142284264676,2.0,0.14871018922968052
