index, T_sto_HT [K], T_sto_LT [K], glide [K], W_dot_exp [W], p_ev [Pa], p_cd [Pa], rp_exp [-], Q_dot_cd [W], Q_dot_ev [W], eta_ORC [-], m_dot_w_cd [kg/s], m_dot_w_ev [kg/s], T_tap [K], Nb_exp [-], m_dot_r [kg/s]
122,65.0,339.15,1.0,1114.555265262065,377738.0731058717,132989.92859376033,2.840350973190872,35839.86342259587,37263.93943577219,0.02990975409841203,8.56715233107528,8.90022963038183,20.0,2.0,0.16714202924156216
123,65.0,339.15,1.0,1668.3760731402754,377497.2235963517,132956.38044625078,2.839256170552563,53725.40650954524,55939.970251275096,0.029824400435791192,12.842508248120998,13.360868128588928,20.0,3.0,0.25055786654559475
124,65.0,341.15,3.0,1074.1639591353771,429848.4220900968,116318.95647881173,3.6954288028572244,20654.04590917399,21711.778407542643,0.049473789708641004,1.6459600093127458,1.7287734705720486,20.0,1.0,0.09476573392614311
125,65.0,341.15,3.0,2149.58438172519,429654.88959274266,116152.29806755966,3.699064906514679,41285.80775322534,43643.13868318291,0.04925366155100786,3.2901441593000067,3.475030875488874,20.0,2.0,0.18944836548507818
126,65.0,341.15,3.0,3230.4467724638553,429311.07581274724,115774.90166007349,3.7081532323235895,61866.739443324506,65530.668536097895,0.04929671624949694,4.930277558115298,5.217798337270268,20.0,3.0,0.2839511339446719
127,65.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
128,65.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
129,65.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
130,65.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
131,65.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
132,65.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
133,65.0,347.15,9.0,728.7137793210204,375098.29367446346,116123.9112525943,3.2301555263544697,18018.854118655585,18787.051401871897,0.038788086737677904,0.478828159849611,0.4987987522217372,20.0,1.0,0.08300633457247897
134,65.0,347.15,9.0,1445.673800686694,374412.4765107562,116261.13585671416,3.220443992326036,35975.04741585054,37680.98518760208,0.03836613595661385,0.9559911879634811,1.0004352461711457,20.0,2.0,0.16571802067595323
135,65.0,347.15,9.0,2164.0343497277454,374174.7875495947,116259.87784723974,3.2184343771739,53928.47920844641,56571.21888427318,0.038253274233929366,1.4330808326004172,1.5019735022562772,20.0,3.0,0.24842387267661026
136,65.0,349.15,11.0,623.3329752235996,356898.46624131966,115238.89875144423,3.0970312117534604,17142.44927835296,17822.30577080758,0.03497487829238128,0.3727498778116953,0.38719150796961305,20.0,1.0,0.07909698652426057
137,65.0,349.15,11.0,1234.0208530032023,356026.69376949366,115311.12960969633,3.0875310559749813,34203.51010975325,35714.37156991887,0.03455250082133828,0.7437300240544484,0.7758985600501995,20.0,2.0,0.15781937828635917
138,65.0,349.15,11.0,1834.7473814978446,355709.1193909953,115617.53344370246,3.0766018682123195,51269.448263128696,53599.04273058692,0.034230972943306404,1.114816224055376,1.1644449628160147,20.0,3.0,0.2365242612441397
139,65.0,351.15,13.0,511.28683844049596,338557.2277767798,114885.66913034965,2.9469056527202855,16268.994111039707,16853.42114576313,0.0303372730093457,0.2993587975514903,0.30984406590066566,20.0,1.0,0.07515603732731463
140,65.0,351.15,13.0,1012.0817682792292,337556.59830553294,114789.13269091466,2.940666859243984,32441.34832843239,33746.12108935856,0.02999105484151117,0.5969393657815965,0.620410258325008,20.0,2.0,0.14988199749536157
141,65.0,351.15,13.0,1511.7186535136018,337211.10933686956,114784.79833706132,2.9377680165161033,48612.86886550407,50635.11614384407,0.0298551433992788,0.8945045938169288,0.9309083377000412,20.0,3.0,0.2246002404767043
142,65.0,353.15,15.0,388.9196211656625,320503.5945921849,115635.53782312307,2.7716703759568224,15424.449390949474,15900.177459295004,0.024460080534403465,0.24599471349346477,0.25336783639242844,20.0,1.0,0.07127498360956255
143,65.0,353.15,15.0,544.2133840504011,269456.82580033626,97300.31739047183,2.7693314166591088,25711.302877949438,27232.597119113874,0.019983895831530204,0.4100531840518123,0.43394888070151727,20.0,2.0,0.1205766531211909
144,65.0,353.15,15.0,1667.832751900722,268414.763836399,71272.33775897545,3.7660440540635562,37633.9420077316,40830.94656421663,0.04084727130382951,0.6001997573575448,0.6506373035970583,20.0,3.0,0.18020159932697316
145,65.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
146,65.0,355.15,17.0,773.3190378871974,319029.08949250216,115004.22853195373,2.7740639936892446,30697.30128805089,31778.39787737547,0.02433473962001588,0.43200315369183767,0.4468529338750084,20.0,2.0,0.14191600028992987
147,65.0,355.15,17.0,1163.018908726703,318611.3531257243,114677.16232162114,2.77833307587568,45977.05521954102,47665.96493580621,0.02439935728339897,0.6470351470289338,0.6702564540773315,20.0,3.0,0.21260464140921081
148,65.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
149,65.0,357.15,19.0,547.9718979760879,300478.30005088303,114621.37207431822,2.6214858068184603,28947.554953230847,29818.602792967,0.018376846889195365,0.36451721171824364,0.3751927519323081,20.0,2.0,0.13393491437019694
150,65.0,357.15,19.0,815.3827044963139,300128.0459428924,114620.07469667848,2.618459695974964,43372.081480210036,44726.51324485371,0.01823041067459317,0.5461556332866756,0.5627716263295698,20.0,3.0,0.2006762436324671
151,70.0,344.15,1.0,1226.4153004644613,412894.75821418193,93010.80939202734,4.439212613169392,19112.48787459096,20504.989063533845,0.05981058056965869,4.568644503935734,4.894306452067005,20.0,1.0,0.09112735550468248
152,70.0,344.15,1.0,1731.9657844087574,427996.8077656713,133923.37876334324,3.1958334065181173,40558.605785581065,42554.652060544955,0.04069979897719737,9.695119370405706,10.15730891150728,20.0,2.0,0.18873106516432356
153,70.0,344.15,1.0,2592.5385551307063,427724.3135241334,133929.67234781655,3.193648621892612,60799.6107028419,63894.415192346365,0.040575354627257865,14.533524316750714,15.250866389540747,20.0,3.0,0.28292098885955685
154,70.0,346.15,3.0,1453.8010507892461,489062.14470028004,116116.16851013953,4.2118350181144155,23539.47417773213,24915.54723081289,0.05834915192997809,1.8759052491302721,1.9826228379027935,20.0,1.0,0.10749300288007271
155,70.0,346.15,3.0,2903.284539430586,488899.00030512805,116216.30573555721,4.2068021110358345,47065.10100923756,50121.119459928734,0.0579253729907555,3.750706977031605,3.9883240444992936,20.0,2.0,0.2149157953611043
156,70.0,346.15,3.0,4355.653977206091,488903.35523538326,116197.07149020558,4.20753594703627,70597.66619248787,75327.97874574421,0.05782252557058252,5.626061635315336,5.994127666988278,20.0,3.0,0.3223765113536015
157,70.0,348.15,5.0,1322.7252839016628,468226.23240652925,115948.46911607939,4.038226946642774,22516.947848607797,23783.04026075375,0.0556163244648076,1.076797172460474,1.1356539680661932,20.0,1.0,0.10301268946602347
158,70.0,348.15,5.0,2638.6871835227166,467744.94967111474,115976.50416057104,4.033100954858197,44987.46496304424,47797.8430592825,0.05520515183603614,2.151373951481876,2.2823747317475624,20.0,2.0,0.20581844827955312
159,70.0,348.15,5.0,3955.790749039367,467604.227338741,115963.00252339897,4.032357020459073,67460.13310815691,71809.18278863092,0.05508753331287961,3.22605359629866,3.4289301318667795,20.0,3.0,0.3086369255686209
160,70.0,350.15,7.0,1190.1810443009613,447062.35931266414,115740.35439492456,3.8626316780335404,21483.099437610446,22638.68805508314,0.05257288061062027,0.7339160469082,0.7722501933614504,20.0,1.0,0.09846415656800465
161,70.0,350.15,7.0,2372.0010792701532,446392.6955474717,115732.8265206728,3.8570966334062073,42900.92469401427,45464.23658992419,0.052172900221882035,1.4656021656267801,1.5508745653534624,20.0,2.0,0.19664052820696243
162,70.0,350.15,7.0,3554.0505591909323,446183.0462931699,115731.21209257227,3.8553389204657464,64320.76139768732,68286.40387914644,0.05204623991447706,2.1973570003810834,2.3293835964044898,20.0,3.0,0.2948256493545497
163,70.0,352.15,9.0,1179.9248466509605,447185.90781979036,116730.18526802813,3.830936332303351,21499.698938163285,22643.052751644154,0.05210979542346753,0.5713271894033993,0.6008303647281094,20.0,1.0,0.098490565153858
164,70.0,352.15,9.0,2371.9122769941782,446387.0793407735,115733.60072136059,3.8570223043132645,42900.39523285426,45463.68317855527,0.05217158204447861,1.1400235093141036,1.2063727292280018,20.0,2.0,0.19663811444656817
165,70.0,352.15,9.0,3553.9615626594928,446177.33207719075,115730.6095864965,3.8553096166292975,64319.90875889721,68285.56335130925,0.05204557725291655,1.7092198732454986,1.8119482555660447,20.0,3.0,0.29482196611588024
166,70.0,354.15,11.0,1054.6829014970074,425378.343256096,115516.75850961127,3.682395080543257,20429.207693317367,21473.42813010496,0.04911572083911374,0.4442180080468313,0.46625246869965387,20.0,1.0,0.09380561225938179
167,70.0,354.15,11.0,2098.98276092392,424541.8033999177,115505.27326019677,3.675518800285071,40777.26305558048,43091.35499139926,0.04871006635421102,0.8866714186902562,0.9356424378362568,20.0,2.0,0.18725183825900946
168,70.0,354.15,11.0,3143.556088728079,424277.77538767084,115501.72615092658,3.6733457544458283,61127.48242678316,64707.04160242398,0.04858136009435979,1.3291718841071682,1.4049837644267154,20.0,3.0,0.2807076145734336
169,70.0,356.15,13.0,920.4639516403067,403890.3657976213,115307.83321027737,3.5027140355770956,19390.506400005834,20322.059679049937,0.045293831736416726,0.35679640918188643,0.3734120394619032,20.0,1.0,0.08919027152783739
170,70.0,356.15,13.0,1828.5883585335218,402901.30270643125,115297.91798121935,3.494436931394191,38685.65336527055,40749.02095122223,0.04487441209256035,0.7118381502186832,0.748751615721221,20.0,2.0,0.1779556952142042
171,70.0,356.15,13.0,2736.9770127870493,402586.45258523664,115295.17079183453,3.491789376955836,57982.966489786006,61174.523465043865,0.04474047132301739,1.0669197498247427,1.1240643877126937,20.0,3.0,0.2667306792732034
172,70.0,358.15,15.0,785.1524357759738,382229.89661931695,115116.99182711725,3.3203603616862223,18349.304200147842,19166.922673374476,0.040963927760122906,0.2926413588655136,0.3052636138541427,20.0,1.0,0.08453821510160997
173,70.0,358.15,15.0,1556.2407628675196,381106.0534507647,115108.63888535438,3.31083798002631,36590.90706754821,38401.908941968315,0.04052508861523678,0.5835650578119883,0.6116112483099562,20.0,2.0,0.1685936780564556
174,70.0,358.15,15.0,2327.583090426645,380749.63257340057,115108.61553748316,3.307742264082882,54835.216904389774,57636.56276081551,0.04038379422599891,0.8745319284889569,0.9179535879767827,20.0,3.0,0.25266086169506985
175,70.0,360.15,17.0,648.5725323171823,360425.29954389087,114977.39445398524,3.134749237060991,17307.486282268328,18009.552248702712,0.03601269611596819,0.24356827286731428,0.2531140982197839,20.0,1.0,0.07985468482952944
176,70.0,360.15,17.0,1282.983389320886,359198.04372047633,114915.77943341534,3.125750401654834,34496.93359588219,36054.647886134866,0.03558441045861021,0.4854753832031486,0.5067277387192254,20.0,2.0,0.15918209780642234
177,70.0,360.15,17.0,1915.9644821122708,358826.9373035663,114959.52001531649,3.1213329462036588,51693.801510109675,54102.550676015235,0.035413570306245416,0.7274869236593147,0.7603808321628979,20.0,3.0,0.23853395791446783
178,70.0,362.15,19.0,515.153358710951,338757.50765861815,114652.54191437893,2.9546445460546176,16276.08912034438,16863.869213928676,0.030547755807158492,0.20495391176944291,0.21208642359834312,20.0,1.0,0.07519911181132206
179,70.0,362.15,19.0,1282.983389320886,359198.04372047633,114915.77943341534,3.125750401654834,34496.93359588219,36054.647886134866,0.03558441045861021,0.43439682790193346,0.453436944230576,20.0,2.0,0.15918209780642234
180,70.0,362.15,19.0,1915.9644821122708,358826.9373035663,114959.52001531649,3.1213329462036588,51693.801510109675,54102.550676015235,0.035413570306245416,0.6509454915976731,0.6804142237385785,20.0,3.0,0.23853395791446783
181,75.0,349.15,1.0,1352.027325676571,508931.59090779163,136616.11854062515,3.7252675331750993,24130.54132894598,25415.401269552134,0.05319716621182414,5.768158794546393,6.061885239277035,20.0,1.0,0.11176519370194588
182,75.0,349.15,1.0,2204.676769235798,423168.0597785505,109985.40184970782,3.8474929641735423,39386.942175052915,42783.72638009025,0.05153073272882939,9.415045182794717,10.204444017000045,20.0,2.0,0.18666320931614838
183,75.0,349.15,1.0,4036.9863457274887,507888.72027818195,136589.173574614,3.718367327266533,72241.91128504257,76693.00721518208,0.05263825858856569,17.268689095416168,18.29222381589696,20.0,3.0,0.3346222354826308
184,75.0,351.15,3.0,1867.8293855657234,555320.2303443655,116994.79290998024,4.74653799995738,26827.978775389714,28534.10934265632,0.06545952996589456,2.137972404494795,2.2689309538146647,20.0,1.0,0.12176110050755921
185,75.0,351.15,3.0,3732.008436997401,555056.3896671033,117006.84032594864,4.743794363824115,53629.91518810726,57430.50961013297,0.06498302839957613,4.273869443819255,4.566669994250843,20.0,2.0,0.2434084136404956
186,75.0,351.15,3.0,5596.25862784705,554966.914265047,117007.85310371633,4.742988607552021,80431.52356134818,86312.90794542844,0.06483686810071675,6.409740341056958,6.863295650808183,20.0,3.0,0.36505473975752184
187,75.0,353.15,5.0,1714.977920016059,530916.2739942439,116686.9725210875,4.549919005725318,25611.129760297055,27193.140018374965,0.06306656454007198,1.2247659982527912,1.2975777054721565,20.0,1.0,0.11650168286683207
188,75.0,353.15,5.0,3427.096114300262,530502.7950738228,116577.94849876485,4.550627300491941,51178.85524782974,54700.35514095021,0.06265217301550283,2.447456333387312,2.610142163220025,20.0,2.0,0.2328252659407465
189,75.0,353.15,5.0,5133.812656896881,530381.165230182,116712.29119832061,4.544347127321357,76754.62879977733,82197.82257621337,0.06245679625073813,3.6705315400889744,3.9222414896249314,20.0,3.0,0.34915924283382865
190,75.0,355.15,7.0,1713.7212129834122,530817.2648825926,116742.82079178738,4.546894286795703,25606.835296828613,27188.169483326692,0.06303187178652693,0.8747931083899589,0.9268087108564044,20.0,1.0,0.11648034764131479
191,75.0,355.15,7.0,3422.974804540321,530295.7266560913,116643.87348607615,4.5462801500620005,51159.77405764221,54679.48689067737,0.06260071187910003,1.7477449772153446,1.863951333189849,20.0,2.0,0.23273604088743022
192,75.0,355.15,7.0,5128.540184314294,530084.7467830821,116699.78950584082,4.542293940954807,76710.12814773856,82153.44491211759,0.06242635582476757,2.6206085472679734,2.8005021970348523,20.0,3.0,0.34896770157887513
193,75.0,357.15,9.0,1559.2744676334441,506077.41007426946,116404.47931441336,4.347576768994716,24379.871062613718,25836.05986239074,0.06035264184780987,0.6478641050873387,0.6851008048966344,20.0,1.0,0.11115378260559594
194,75.0,357.15,9.0,3098.159875471874,505049.79417182837,116729.61109447753,4.326663898186518,48665.524646628175,51890.539506350695,0.059705678625536385,1.2932245003601535,1.3759934979122557,20.0,2.0,0.22186517595856645
195,75.0,357.15,9.0,4659.17982895022,505087.7558480486,116394.60966524092,4.339442842763222,72992.92551191317,77994.77526774126,0.05973707614332037,1.9396942766034706,2.068205585459466,20.0,3.0,0.33282241540806395
196,75.0,359.15,11.0,1400.973928375241,480820.18421950605,116135.72689357416,4.14015735795175,23135.32778307516,24464.0783405712,0.05726657300846963,0.5030605874485251,0.5308450724984645,20.0,1.0,0.10572043173875727
197,75.0,359.15,11.0,2790.22501309241,479858.9321709607,116111.29014980518,4.132749981090154,46175.90800798709,49122.06796218133,0.05680186378229395,1.0040609593377194,1.0658978182478225,20.0,2.0,0.211027458143801
198,75.0,359.15,11.0,4180.083901717692,479545.3540321858,116088.9032667413,4.130845761634242,69217.03810194539,73773.7077977247,0.05666088944829493,1.5050732877225417,1.6008127802393768,20.0,3.0,0.31633890620913374
199,75.0,361.15,13.0,1247.2900208293718,455649.7926497186,115524.57684102189,3.9441805813905466,21898.735169293894,23102.702849189074,0.05398892194439287,0.40294925325038444,0.424238783628352,20.0,1.0,0.10030956527271188
200,75.0,361.15,13.0,2477.422756916427,454551.30664334854,115666.17010139178,3.9298552571153134,43693.4894426313,46354.29112507919,0.053445381145653205,0.8039851985378175,0.8512115751663393,20.0,2.0,0.20014694249632084
201,75.0,361.15,13.0,3702.732221973072,454230.1844833059,115883.20867106794,3.9197239159352995,65500.3013697031,69605.72617418756,0.0531957990454266,1.2052430115509738,1.2781815529753906,20.0,3.0,0.3000132893681685
202,75.0,363.15,15.0,1247.2900208293718,455649.7926497186,115524.57684102189,3.9441805813905466,21898.735169293894,23102.702849189074,0.05398892194439287,0.3492489713766119,0.3677224873422498,20.0,1.0,0.10030956527271188
203,75.0,363.15,15.0,2471.9355830467066,454605.68804846046,115943.14619223947,3.92093627763647,43704.73335416532,46358.71875729684,0.05332191331663205,0.6970189396889953,0.7378852371825999,20.0,2.0,0.2001702383545899
204,75.0,363.15,15.0,3704.7481520515507,454221.52769909566,115818.03280582595,3.9218549710701627,65496.937916914,69604.77113372792,0.05322549146715556,1.0445689223126764,1.107889398883944,20.0,3.0,0.30000773573178163
205,75.0,365.15,17.0,1086.2286093219914,430426.2493429999,115567.02168686275,3.7244729773280056,20674.029953080513,21743.636754101764,0.04995616058188072,0.29094564552900415,0.30541338980567095,20.0,1.0,0.09488996796705539
206,75.0,365.15,17.0,2156.320732907347,429135.636323814,115554.33601582672,3.7137129693258597,41222.8168577035,43588.139744148095,0.049470354678232006,0.580128745503794,0.6122435572822141,20.0,2.0,0.1892254426184393
207,75.0,365.15,17.0,3226.892206631139,428730.7225234812,115550.21830870183,3.7103410863153203,61775.29296472438,65431.56677120903,0.049317055449924284,0.8693637636278551,0.9190586116704367,20.0,3.0,0.2835772186238663
208,75.0,367.15,19.0,927.3343957478897,404987.64483343874,115316.5818271804,3.511963660528673,19443.392966553547,20380.820405979637,0.045500346761105565,0.24483765215960585,0.25616952623428507,20.0,1.0,0.08942593845856876
209,75.0,367.15,19.0,1837.172985945789,403586.15899388015,115302.9704420724,3.5002234326360195,38751.642361147846,40823.234380135254,0.04500312172324505,0.4879735316440472,0.5131132310769096,20.0,2.0,0.17824987267505887
210,75.0,367.15,19.0,2747.3780165146964,403139.8202239572,115299.35352103996,3.4964621041903046,58062.941255394944,61264.87974803642,0.04484425706561109,0.7311478114394085,0.7700472751945909,20.0,3.0,0.26708722431105336
211,80.0,354.15,1.0,1738.9168827268104,574141.3377679094,139366.19281754518,4.11966005643536,27276.03967902168,28865.73193526367,0.06024156555692502,6.520057963482809,6.87907789880375,20.0,1.0,0.12581807987879765
212,80.0,354.15,1.0,3471.503931011528,573180.7664746467,139097.58841595653,4.120709589591235,54455.56676308032,58022.57212992221,0.05983023164223489,13.01704557948225,13.82753066736149,20.0,2.0,0.2512216211670564
213,80.0,354.15,1.0,5197.778797942621,572915.5386106451,139228.2563801801,4.1149372512877544,81647.89772514631,87168.43705358269,0.059629138408751454,19.51709383140053,20.77336788664698,20.0,3.0,0.37666065882662514
214,80.0,356.15,3.0,2325.4103658478525,628042.4527594215,117829.93745272666,5.330075414929182,30492.5960223253,32553.815603982333,0.07143280511681044,2.430012688728625,2.5864519469770237,20.0,1.0,0.13747076769375957
215,80.0,356.15,3.0,4645.4196574667685,627774.730431803,117917.65306639743,5.323840104571228,60960.050767945075,65564.75858027491,0.07085238713689611,4.8580218215330335,5.209223384010496,20.0,2.0,0.27482561107501646
216,80.0,356.15,3.0,6965.122994385772,627674.3830184581,117949.63034047355,5.321545995579744,91425.9108675156,98549.75528596237,0.07067620791320116,7.285903873975676,7.829933348959106,20.0,3.0,0.4121732417683563
217,80.0,358.15,5.0,2325.4103658478525,628042.4527594215,117829.93745272666,5.330075414929182,30492.5960223253,32553.815603982333,0.07143280511681044,1.4582056768341938,1.5521368490616327,20.0,1.0,0.13747076769375957
218,80.0,358.15,5.0,4645.4196574667685,627774.730431803,117917.65306639743,5.323840104571228,60960.050767945075,65564.75858027491,0.07085238713689611,2.9152090568095694,3.1260691229026163,20.0,2.0,0.27482561107501646
219,80.0,358.15,5.0,6965.122994385772,627674.3830184581,117949.63034047355,5.321545995579744,91425.9108675156,98549.75528596237,0.07067620791320116,4.372136178209917,4.698764301737845,20.0,3.0,0.4121732417683563
220,80.0,360.15,7.0,2145.562212838247,599636.4785350282,117585.23476432326,5.099589925018076,29055.118723992855,30975.08431703535,0.06926735665601573,0.9925950367771105,1.0550794581659726,20.0,1.0,0.1313272106146632
221,80.0,360.15,7.0,4284.301973704259,599050.545633656,117553.67075900186,5.095974815297571,58050.52649124474,62334.38482044003,0.06873095781799383,1.983150198932977,2.1232461641852205,20.0,2.0,0.2624011860432417
222,80.0,360.15,7.0,6422.959842886911,598878.8232648442,117559.17837265824,5.094275339067279,87050.0394006837,93677.5704995228,0.06856454334412558,2.973845602944293,3.190863963866072,20.0,3.0,0.3934904494833752
223,80.0,362.15,9.0,1965.854883584047,570966.6191490972,117199.413874626,4.871753196307692,27611.75484966403,29390.397679043097,0.06688765851527777,0.733747311445,0.7787616047824156,20.0,1.0,0.12513614454726193
224,80.0,362.15,9.0,3920.9444512205296,570110.3095064227,117189.62287188368,4.864853180129181,55137.608976054755,59097.42690716462,0.06634712637116824,1.465211920283949,1.5659130413724112,20.0,2.0,0.24990273440024655
225,80.0,362.15,9.0,5876.521345395983,569851.9616715455,117187.37545340933,4.862741907707489,82667.56763710432,88792.80876949786,0.06618240178268454,2.1967856019176937,2.352755856031808,20.0,3.0,0.37468686433065895
226,80.0,364.15,11.0,1775.5923949978744,541857.8290089688,117532.3116062757,4.610288197378022,26163.68711451692,27789.87799461666,0.06389349371529572,0.5689100207725174,0.6025660991581933,20.0,1.0,0.11885897471284584
227,80.0,364.15,11.0,3553.508727021153,540797.3060413112,116819.4429456599,4.629343304546232,52206.20384120752,55838.96380015155,0.06363851485029721,1.1351852811019227,1.210752584254266,20.0,2.0,0.23726107063012883
228,80.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
229,80.0,366.15,13.0,1783.0742470881714,541748.466752395,116798.90377213959,4.638300953656896,26150.150303957853,27785.80082714737,0.06417213807082597,0.4811777235490854,0.5098680277927882,20.0,1.0,0.11883551218159714
230,80.0,366.15,13.0,3551.786156162879,540665.6625010037,116821.08623155291,4.628151303347256,52193.15562674026,55825.81692129233,0.06362264543607966,0.9603839181573254,1.0244008927671715,20.0,2.0,0.2372043334263046
231,80.0,366.15,13.0,5321.887048949946,540306.303219546,116787.89227920811,4.626389711082553,78235.05991764987,83853.79659006977,0.06346626229658611,1.4395698531493126,1.5387128899500528,20.0,3.0,0.355574197765204
232,80.0,368.15,15.0,1599.8848492500078,512705.0319495563,116561.72735516285,4.398570985374533,24708.609115135405,26196.995534547415,0.061071310530253435,0.3940618602351027,0.4166815274368565,20.0,1.0,0.11258024734218973
233,80.0,368.15,15.0,3185.1117073166915,511396.2373986086,116468.66210983528,4.390848389039951,49285.94508765126,52588.163449085,0.060567083891424824,0.7860301287775884,0.8364515023169954,20.0,2.0,0.2245970755378591
234,80.0,368.15,15.0,4773.8037306167425,510972.0926546873,116341.06464138752,4.392018366255456,73861.91847391975,78971.75904499616,0.060449504840037145,1.177976666300377,1.2561010341758214,20.0,3.0,0.3366217802029755
235,80.0,370.15,17.0,1417.4477477802725,483410.7314875758,116141.0172619871,4.162273956987252,23262.395861006593,24603.86460578544,0.057610776619497775,0.3273717217055364,0.3453524851498445,20.0,1.0,0.10627752561790065
236,80.0,370.15,17.0,2814.1583253120325,481863.74864157033,116185.42690826488,4.147368232523943,46374.04311395307,49341.1881283623,0.057034668844838744,0.6526219580894307,0.6925782682273848,20.0,2.0,0.21188967470058878
237,80.0,370.15,17.0,4214.998321357545,481391.683868694,116101.80667021405,4.146289344455095,69488.92006655653,74077.67754097283,0.056899709349367805,0.9779176460400345,1.0397923433088692,20.0,3.0,0.31753000057448444
238,80.0,372.15,19.0,1417.4477477802725,483410.7314875758,116141.0172619871,4.162273956987252,23262.395861006593,24603.86460578544,0.057610776619497775,0.2929278030852734,0.30904408272155476,20.0,1.0,0.10627752561790065
239,80.0,372.15,19.0,2816.576951403762,481948.94995543535,116125.7691896733,4.150232573859184,46381.10416234767,49349.80533691878,0.0570737195856104,0.5840462447687809,0.6198727544309894,20.0,2.0,0.21192633631120933
240,80.0,372.15,19.0,4216.3797396171485,481496.7603140211,116120.6386188862,4.146521807327617,69504.98505353372,74093.20375111999,0.05690643036276338,0.8752298214189789,0.9306694926203506,20.0,3.0,0.3175977810567566
241,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
242,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
243,85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
244,85.0,361.15,3.0,2826.2983189831307,707779.3736439289,118988.62557340029,5.948294387242269,34579.91311493128,37015.04193379461,0.07635539962478687,2.755738723685373,2.9382043818581707,20.0,1.0,0.1547738010786265
245,85.0,361.15,3.0,5648.6975023617915,707475.2178905563,118987.38026861657,5.94580043945346,69128.45705939112,74593.8019765127,0.07572609724518926,5.508977578805121,5.921155951109355,20.0,2.0,0.3094152415084237
246,85.0,361.15,3.0,8465.528202224541,707079.4168344428,118982.98671875791,5.942693458399883,103631.36250877072,112084.57827088711,0.07552803724491847,8.258579415874381,8.897123488426224,20.0,3.0,0.4638645065425633
247,85.0,363.15,5.0,2826.2983189831307,707779.3736439289,118988.62557340029,5.948294387242269,34579.91311493128,37015.04193379461,0.07635539962478687,1.6536678468342727,1.7632613447295724,20.0,1.0,0.1547738010786265
248,85.0,363.15,5.0,5648.6975023617915,707475.2178905563,118987.38026861657,5.94580043945346,69128.45705939112,74593.8019765127,0.07572609724518926,3.3058355687718146,3.553376160341784,20.0,2.0,0.3094152415084237
249,85.0,363.15,5.0,8471.68275853674,707388.730146704,118978.07485875711,5.945538545538487,103678.99642663058,112132.37345825603,0.07555073077705367,4.958098715081319,5.341576539758196,20.0,3.0,0.4640664112417869
250,85.0,365.15,7.0,2620.0224409865095,675048.3370765724,118552.49509262088,5.694087978065589,32894.25722041423,35174.2569768807,0.07448693067514106,1.1237495453250663,1.1970627222312171,20.0,1.0,0.14766008728350202
251,85.0,365.15,7.0,5231.98336428453,674406.4118529902,118542.89774041763,5.689133846970647,65722.6023380908,70828.3257810326,0.07386851667875542,2.2452473694762345,2.410454569836412,20.0,2.0,0.2950414633142523
252,85.0,365.15,7.0,7844.487488236871,674219.6769558022,118539.20967357686,5.687735550223515,98555.11466836685,106452.67099156248,0.07368990759150262,3.36688755596234,3.6228348536175563,20.0,3.0,0.44244058382599816
253,85.0,367.15,9.0,2412.443008329536,642069.8889751801,118118.63321581278,5.435805270469595,31207.609714840306,33329.85532067681,0.07238084249447464,0.8293025868715316,0.8823901705583951,20.0,1.0,0.14050830627931143
254,85.0,367.15,9.0,4813.229189445405,641119.6592609255,118092.87844817406,5.428944299484457,62318.07143475352,67059.77419028213,0.0717752072321011,1.6560235891795998,1.7753718105299268,20.0,2.0,0.28060492057811737
255,85.0,367.15,9.0,7214.209123365721,640845.2187143175,118102.91346245873,5.4261592701353845,93435.62109881219,100769.22344348393,0.07159139345170984,2.48293294459991,2.6678115283078045,20.0,3.0,0.4207290256675845
256,85.0,369.15,11.0,2412.443008329536,642069.8889751801,118118.63321581278,5.435805270469595,31207.609714840306,33329.85532067681,0.07238084249447464,0.6785863862926044,0.7220851216213144,20.0,1.0,0.14050830627931143
